question_id,question,expected_paper,chunk_size,chunk_overlap,top_k,num_nodes,retrieved_files,retrieved_pages,answer,retrieved_sources_preview,answer_quality_score,faithfulness_score,failure_type,notes
Q5,Qwen2.5-VL 的动态分辨率、动态 FPS 和绝对时间编码分别解决了什么问题？,qwen2.5-VL.pdf,500,75,4,621,qwen2.5-VL.pdf; qwen2.5-VL.pdf; qwen2.5-VL.pdf; qwen2.5-VL.pdf,14; 14; 3; 7,"根据检索到的论文片段，Qwen2.5-VL 中的动态分辨率、动态 FPS 和绝对时间编码分别解决了以下问题：

- **动态分辨率**：视觉编码器被设计为能够以图像的原生分辨率处理输入，不同尺寸的图像会被动态映射为不同长度的 token 序列。这解决了固定分辨率可能带来的信息损失或失真问题，使模型能够更好地保留原始图像中的细节。
- **动态 FPS**：训练时对视频动态采样帧率，使训练数据中的 FPS 分布更均衡。这解决了模型对不同帧率视频的理解鲁棒性问题，确保模型在面对不同 FPS 的视频时都能稳定工作。
- **绝对时间编码**：通过 MRoPE 将时间 ID 与绝对时间沿时间维度对齐，使模型能够更好地理解时间动态，例如事件的节奏和精确的时刻定位。这解决了模型对视频中时间信息的精细感知和定位能力不足的问题。","Source 1: qwen2.5-VL.pdf, page 14, score=0.5764337231666161
Table 6: Performance of Qwen2.5-VL and other models on grounding.

Source 2: qwen2.5-VL.pdf, page 14, score=0.5407222671024479
For all evaluated benchmarks, we capped the maximum number of frames analyzed per video at 768, with the total number of video tokens not exceeding 24,576.             Table 8: Performance of Qwen2.5-VL and other models on video benchmarks.   Datasets         Gemini 1.5-Pro GPT-4o Qwen2.5-VL-72B Qwen2.5-VL-7B Qwen2.5-VL-3B                                        Video Understanding Tasks   Video-MMEw/o sub.        75.0         71.9          73.3               65.1              61.5  Video-MMEw su

Source 3: qwen2.5-VL.pdf, page 3, score=0.5287444482158871
Figure 1: The Qwen2.5-VL framework demonstrates the integration of a vision encoder and a language model decoder to process multimodal inputs, including images and videos. The vision encoder is designed to handle inputs at their native resolution and supports dynamic FPS sampling. Images of varying sizes and video frames with different FPS rates are dynamically mapped to token sequences of varying lengths. Notably, MRoPE aligns time IDs with absolute time along the temporal dimension, enabling t

Source 4: qwen2.5-VL.pdf, page 7, score=0.5213299953520111
Video Data  To ensure enhanced robustness in understanding video data with varying frames per second (FPS), we dynamically sampled FPS during training to achieve a more evenly distributed representation of FPS within the training dataset. Additionally, for videos exceeding half an hour in length, we specifically constructed a set of long video captions by synthesizing multi-frame captions through a targeted synthesis pipeline. Regarding video grounding data, we formulated timestamps in both seco",4,4,none,检索全部来自 Qwen2.5-VL，答案能概括动态分辨率、动态 FPS、绝对时间编码；但相较 chunk=800 解释略少。
Q6,InternVL3.5 的 DvD（Decoupled Vision-Language Deployment）是什么？它如何把 vision encoder 和 language model 部署到不同 GPU 上来提升推理效率？,internvl.pdf,500,75,4,621,CLIP.pdf; internvl.pdf; internvl.pdf; qwen2.5-VL.pdf,5; 4; 23; 3,根据当前检索到的论文片段无法确定。,"Source 1: CLIP.pdf, page 5, score=0.6225508645773381
We denote this is left as future work.                                           this model as ViT-L/14@336px. Unless otherwise speciﬁed,                                                                            all results reported in this paper as “CLIP” use this model While previous computer vision research has often scaled                                                    which we found to perform best. models by increasing the width (Mahajan et al., 2018) or depth (He et al., 2016a) in is

Source 2: internvl.pdf, page 4, score=0.621008521773064
#Param     Model                    Vision Encoder   Language Model                                                                      Vision   Language            Total                                             Dense Models       InternVL3.5-1B           InternViT-300M   Qwen3-0.6B           0.3B        0.8B            1.1B      InternVL3.5-2B           InternViT-300M   Qwen3-1.7B           0.3B        2.0B            2.3B      InternVL3.5-4B           InternViT-300M  Qwen3-4B            0.

Source 3: internvl.pdf, page 23, score=0.616259968531727
4      InternVL3.5-241B-A28B-CascadeRL    77.7        82.7         63.9          68.5          46.5        62.3        66.7       66.9        Table 15: Comparison of multimodal reasoning performance after different training stages.                            MMMU  MathVista  MathVision  MathVerse  DynaMath     Model             GPU Hours                                             WeMath  LogicVista  Overall                                              Val     MINI     MINI     Vision-Only   (Wo

Source 4: qwen2.5-VL.pdf, page 3, score=0.6012971550791026
Figure 1: The Qwen2.5-VL framework demonstrates the integration of a vision encoder and a language model decoder to process multimodal inputs, including images and videos. The vision encoder is designed to handle inputs at their native resolution and supports dynamic FPS sampling. Images of varying sizes and video frames with different FPS rates are dynamically mapped to token sequences of varying lengths. Notably, MRoPE aligns time IDs with absolute time along the temporal dimension, enabling t",1,5,retrieval_failure + mixed_sources,检索混入 CLIP/Qwen，仅少量 internvl 相关页，未召回 DvD 机制；拒答忠实。
Q1,ViT 为什么可以把图像当成词序列来处理？请结合 patch embedding、position embedding、class token 和 Transformer Encoder 解释。,VIT.pdf,800,120,4,388,VIT.pdf; VIT.pdf; VIT.pdf; VIT.pdf,3; 9; 4; 2,"ViT 把图像当成词序列来处理，核心在于将图像切分成固定大小的二维图像块（patch），每个块被看作一个“词”，然后通过以下组件转换成 Transformer 能处理的 1D 序列：

1. **Patch Embedding（块嵌入）**  
   图像 \(x \in \mathbb{R}^{H \times W \times C}\) 被重塑为一系列展平的 2D 块 \(x_p \in \mathbb{R}^{N \times (P^2 \cdot C)}\)，其中 \(P\) 是块的大小，\(N = HW/P^2\) 是块的数量，也就是序列长度。每个展平的块通过一个可训练的线性投影映射到 \(D\) 维向量，得到块嵌入。这一步相当于把每个图像块转换成一个“词向量”。

2. **Position Embedding（位置嵌入）**  
   为了保留块之间的空间位置信息，ViT 在块嵌入上加上标准的可学习的 1D 位置嵌入。论文指出，没有观察到使用更复杂的 2D 位置嵌入能带来显著提升，因此直接使用 1D 位置嵌入。这使得模型能够像处理词序列一样感知块的顺序。

3. **Class Token（分类标记）**  
   类似于 BERT 的 [class] 标记，ViT 在序列最前面添加一个可学习的嵌入（\(z_0^0 = x_{\text{class}}\)）。这个标记在 Transformer 编码器输出端的状态（\(z_L^0\)）被用作整个图像的表示，后面接分类头。这样，分类任务就可以像处理文本分类中的 [CLS] 标记一样进行。

4. **Transformer Encoder（Transformer 编码器）**  
   由块嵌入、位置嵌入和分类标记拼接而成的向量序列，直接输入标准的 Transformer 编码器。编码器由交替的多头自注意力和 MLP 块组成，并应用层归一化和残差连接。自注意力层是全局的，能够捕捉所有块之间的关系，就像处理词序列时捕捉词与词之间的依赖一样。

综上，ViT 通过将图像切分为块并线性投影为嵌入，加上位置嵌入和分类标记，构造出一个 1D 的“词序列”，从而可以直接用 NLP 中的 Transformer 编码器进行处理。","Source 1: VIT.pdf, page 3, score=0.6129627552386296
Published as a conference paper at ICLR 2021                                 Vision Transformer (ViT)                          Transformer Encoder                  Class                                                                              L x   +                    Bird     MLP                       Ball                     Car        Head                                       MLP                                     ...                                                                     

Source 2: VIT.pdf, page 9, score=0.5948460680229734
Published as a conference paper at ICLR 2021               RGB embedding filters           (first 28 principal components)                                                              Position embedding similarity                          ViT-L/16                                                                                         1                                                         1                                                                                                         

Source 3: VIT.pdf, page 4, score=0.5885293358173604
Published as a conference paper at ICLR 2021      The MLP contains two layers with a GELU non-linearity.      z0 = [xclass; x1pE; x2pE; · · · ; xNp E] + Epos,   E ∈R(P 2·C)×D, Epos ∈R(N+1)×D     (1)      z′ ℓ= MSA(LN(zℓ−1)) + zℓ−1,          ℓ= 1 . . . L                                (2)    zℓ= MLP(LN(z′ ℓ)) + z′ ℓ,            ℓ= 1 . . . L                                (3)     y = LN(z0L)                                                                                (4)  Inductive bias.  We not

Source 4: VIT.pdf, page 2, score=0.5879727499385975
This model is very similar to ViT, but our work goes further to demonstrate that large scale pre-training makes vanilla transformers competitive with (or even better than) state-of-the-art CNNs. Moreover, Cordonnier et al. (2020) use a small patch size of 2 × 2 pixels, which makes the model applicable only to small-resolution images, while we handle medium-resolution images as well.  There has also been a lot of interest in combining convolutional neural networks (CNNs) with forms of self-attent",5,5,none,检索全部来自 VIT，答案结构最完整之一，包含公式、1D position embedding、class token 和 Transformer Encoder。
Q2,CLIP 的 contrastive pre-training objective 是什么？请解释 image-text pairs、cosine similarity 和 symmetric cross entropy loss 的作用。,CLIP.pdf,800,120,4,388,CLIP.pdf; CLIP.pdf; CLIP.pdf; CLIP.pdf,44; 4; 4; 1,"CLIP 的对比预训练目标（contrastive pre-training objective）是：给定一个包含 N 个（图像，文本）对的批次，联合训练图像编码器和文本编码器，**最大化**这 N 个真实配对的图像嵌入与文本嵌入之间的**余弦相似度**，同时**最小化**其余 N²−N 个错误配对的嵌入之间的余弦相似度；在这些相似度分数上优化一个**对称交叉熵损失**。

各组成部分的作用（基于片段）：
- **image-text pairs**：训练的基本单元。模型需要从 N×N 种可能的（图像，文本）配对中，识别出哪些是实际发生的真实配对。
- **cosine similarity**：用于度量图像嵌入和文本嵌入在多模态嵌入空间中的相似程度。目标让真实对的余弦相似度高，错误对的低。
- **symmetric cross entropy loss**：在相似度分数上计算的损失函数，用于实现上述最大化/最小化目标，从而驱动模型学习对齐的图像和文本表示。","Source 1: CLIP.pdf, page 44, score=0.60354912809709
This mirrors recent work which reportedtask. We trained the model with a total batch size of 1,712                                                                 positive results using the same contrastive pre-training ob-for approximately 30 million images sampled from our pre- training dataset. At the end of training it achieves nearly     jective on the relatively different domain of medical imaging                                                       (Zhang et al., 2020). It also is simila

Source 2: CLIP.pdf, page 4, score=0.5850901773478039
(2020b). encoder, learns to recognize ImageNet classes three times                                        We instead use only a linear projection to map from each en- slower than a much simpler baseline that predicts a bag-of-                                                              coder’s representation to the multi-modal embedding space. words encoding of the same text.                                        We did not notice a difference in training efﬁciency between Both these approache

Source 3: CLIP.pdf, page 4, score=0.5845140356951546
Learning Transferable Visual Models From Natural Language Supervision                                       4  balance the results by including up to 20,000 (image, text)    multi-modal embedding space by jointly training an image pairs per query. The resulting dataset has a similar total    encoder and text encoder to maximize the cosine similar- word count as the WebText dataset used to train GPT-2. We     ity of the image and text embeddings of the N real pairs refer to this dataset as WIT fo

Source 4: CLIP.pdf, page 1, score=0.5815456779993735
content based image retrieval by training a model to pre-             The model transfers non-trivially to most tasks                                                                                 dict the nouns and adjectives in text documents paired with              and is often competitive with a fully supervised                                                                   images. Quattoni et al. (2007) demonstrated it was possi-                baseline without the need for any dataset",5,5,none,检索全部来自 CLIP，答案完整说明 N 个图文对、N²-N 负样本、cosine similarity 和 symmetric cross entropy。
Q3,LLaVA 的 visual instruction tuning data 是如何由 GPT-4 生成的？请分别解释 conversation、detailed description 和 complex reasoning 三类数据。,llava.pdf,800,120,4,388,llava.pdf; llava.pdf; internvl.pdf; llava.pdf,3; 1; 7; 6,"根据检索到的论文片段，LLaVA 的 visual instruction tuning data 生成方式如下：  
利用仅接受文本输入的 GPT-4 作为“教师”，通过两种符号表示将图像编码为语言模型可识别的序列——（i）从不同角度描述视觉场景的**字幕（Captions）**；（ii）定位物体并编码其概念与空间位置的**边界框（Bounding boxes）**。基于 COCO 图像，先为每种数据类型人工设计少量示例作为种子，再通过上下文学习（in-context-learning）查询 GPT-4，从而生成三类指令遵循数据。  

片段中明确解释了两类数据的生成：  
- **Conversation（对话）**：设计一段助手与提问者之间的对话，提问者询问关于照片的问题，助手以“仿佛正在看着图像并回答”的语气作答。问题涵盖视觉内容的多个方面，包括物体类型、计数、动作、位置、物体间的相对位置等，且只考虑有明确答案的问题。  
- **Detailed description（详细描述）**：为了获得丰富且全面的图像描述，先创建一系列具有此意图的问题，然后提示 GPT-4 并整理问题列表（详细提示见附录）。  

关于 **complex reasoning（复杂推理）** 类数据，在当前检索到的论文片段中未出现相关描述，因此**根据当前检索到的论文片段无法确定**其具体生成方式。","Source 1: llava.pdf, page 3, score=0.6094362751172385
Table 1: One example to illustrate the instruction-following data. The top block shows the contexts such as captions and boxes used to prompt GPT, and the bottom block shows the three types of responses. Note that the visual image is not used to prompt GPT, we only show it here as a reference.   following data, the available amount is limited, partially because the process for creating such data is time-consuming and less well-defined when human crowd-scouring is considered. Inspired by the succ

Source 2: llava.pdf, page 1, score=0.6047659928931697
Visual Instruction Tuning                                      Haotian Liu1∗, Chunyuan Li2∗, Qingyang Wu3, Yong Jae Lee1                               1University of Wisconsin–Madison   2Microsoft Research   3Columbia University                                                                    https://llava-vl.github.io                                                    Abstract2023                                  Instruction tuning large language models (LLMs) using machine-generated         

Source 3: internvl.pdf, page 7, score=0.5986747961042415
Data. For the supervised fine-tuning (SFT) stage, the datasets comprise approximately 56 million samples, which corresponds to around 130 billion tokens. The proportion of text-only data to multimodal data is roughly 1:3.5. For the cascade reinforcement learning stage, we use MMPR-v1.2 [142] as the training data for offline RL, which contains about 200K sample pairs. Based on MMPR-v1.2, we compute the accuracy of each query using the provided rollouts and select those whose model accuracy falls 

Source 4: llava.pdf, page 6, score=0.5974663081371353
Surprisingly, although LLaVA is trained with a small multimodal instruction-following dataset (∼80K unique images), it demonstrates quite similar reasoning results with multimodal GPT-4 on these examples. Note that while these images are out-of-domain for LLaVA, LLaVA is still able to understand the scenes and follow the question instruction to provide a reasonable response. In contrast, BLIP-2 and OpenFlamingo focus on describing the image, instead of following the user instruction to answer in",3,5,answer_incomplete,检索包含 llava 的数据生成段落，但混入 internvl；答案忠实地解释 conversation/detailed description，未覆盖 complex reasoning，整体部分正确。
Q4,在 Video-LLaVA 中，为什么作者认为 image features 和 video features 必须在 projection layer 之前对齐？请结合 unified visual representation 和 LanguageBind 解释。,video-llava.pdf,800,120,4,388,video-llava.pdf; video-llava.pdf; video-llava.pdf; video-llava.pdf,4; 9; 9; 3,"根据论文片段，作者认为 image features 和 video features 必须在 projection layer 之前对齐，是因为：

- 通过使用 LanguageBind 编码器，图像和视频的表示会共享一个语言特征空间，并最终收敛到一个统一的视觉特征空间（unified visual feature space），这被称为图像和视频的“涌现对齐”（emergent alignment）。
- 在投影层之前进行这种预对齐，可以预先为 LLM 对齐输入，缩小不同视觉信号表示之间的差距，从而形成统一的视觉表示。
- 这个统一的视觉表示再经过一个共享的投影层送入 LLM，使得 LLM 能够同时理解图像和视频，并学习多模态交互。

简言之，在投影层之前对齐是为了利用 LanguageBind 将不同视觉信号预先绑定到语言特征空间，减少表示差异，为 LLM 提供一个统一的视觉输入，从而促进联合训练和跨模态理解。","Source 1: video-llava.pdf, page 4, score=0.6183131969010138
By shar-   visual comprehension tasks, rather than just de- ing a language feature space, the image and video    scribing visual signals. Note that the conversation representations ultimately converge into a unified    data X1q, X1a, · · · , XNq , XNa   consists of multiple visual feature space, which we refer to as emergent    rounds. alignment of images and videos. Therefore, our video encoder and image encoder are initialized          X1q,                      r = 1                           

Source 2: video-llava.pdf, page 9, score=0.6133155959227488
pare with Video-LLaVA∗to assess the performance   while preserving data features. This would support gains from joint image training on video bench-   Video-LLaVA in better understanding long videos. marks.  In Table 6, we evaluate our model on    Besides, Video-LLaVA can serve as a baseline to four video question-answering datasets.  Com-   extend to additional visual-related modalities, such pared to Video-LLaVA∗without image in training,   as depth and infrared images.  Additionally, we the m

Source 3: video-llava.pdf, page 9, score=0.6096798946643831
As a uni-                                                           fied visual training framework, the performance of 5  Limitation and Future Directions                                            Video-LLaVA even surpasses that of expert models 5.1  Limitation                                 designed specifically for images or videos.  While Video-LLaVA exhibits strong competitive-  Acknowledgments ness in both images and videos, we still observed                                               

Source 4: video-llava.pdf, page 3, score=0.5930423121087587
Table 1: Comparison between different Large Vision-Language Models. For methods that treat LLMs as scheduler, they do not require pre-alignment and joint training.         Methods                      Image  Video  Pre-aligned  Joint training        LLMs as scheduler        VisualChatGPT (Wu et al., 2023)    ✔     ✗             -                  -       HuggingGPT (Shen et al., 2023)    ✔     ✗             -                  -      MM-REACT (Yang et al., 2023)    ✔   ✔            -             ",5,5,none,检索全部来自 Video-LLaVA，答案准确解释 LanguageBind、emergent alignment、projection 前对齐和 unified visual feature space。
Q5,Qwen2.5-VL 的动态分辨率、动态 FPS 和绝对时间编码分别解决了什么问题？,qwen2.5-VL.pdf,800,120,4,388,qwen2.5-VL.pdf; qwen2.5-VL.pdf; qwen2.5-VL.pdf; qwen2.5-VL.pdf,7; 5; 3; 1,"根据检索到的论文片段，Qwen2.5-VL 的动态分辨率、动态 FPS 和绝对时间编码分别解决了以下问题：

- **动态分辨率**：在空间维度上，传统方法通常会对坐标进行归一化，而 Qwen2.5-VL 直接使用输入图像的实际尺寸来表示边界框、点等空间特征，并将不同大小的图像动态转换为不同长度的 token 序列。这解决了模型难以学习尺度信息、对不同分辨率图像适应性不足的问题，使模型能够更好地处理各种分辨率的图像。

- **动态 FPS（动态帧率）**：在视频处理中，通过动态帧率训练，模型能够适应可变的帧率。这解决了固定帧率训练无法有效捕捉不同视频内容时间动态变化的问题，增强了模型对视频时间节奏的理解能力。

- **绝对时间编码**：在 Qwen2-VL 中，MRoPE 的时间位置 ID 仅与输入帧数相关，无法反映内容变化速度或事件的绝对时间。Qwen2.5-VL 将 MRoPE 的时间分量与绝对时间对齐，通过时间维度 ID 之间的间隔来学习时间对齐。这解决了模型无法感知视频中事件发生的绝对时刻和内容变化快慢的问题，且无需额外计算开销。","Source 1: qwen2.5-VL.pdf, page 7, score=0.5213299953520111
Video Data  To ensure enhanced robustness in understanding video data with varying frames per second (FPS), we dynamically sampled FPS during training to achieve a more evenly distributed representation of FPS within the training dataset. Additionally, for videos exceeding half an hour in length, we specifically constructed a set of long video captions by synthesizing multi-frame captions through a targeted synthesis pipeline. Regarding video grounding data, we formulated timestamps in both seco

Source 2: qwen2.5-VL.pdf, page 5, score=0.5204961707966581
training. Images are randomly sampled according to their original aspect ratios, enabling the model to generalize effectively to inputs of diverse resolutions. This approach not only improves the model’s adaptability but also ensures stable and efficient training across different sizes of visual data.  2.1.2  Native Dynamic Resolution and Frame Rate  Qwen2.5-VL introduces advancements in both spatial and temporal dimensions to handle diverse multimodal inputs effectively.  In the spatial domain,

Source 3: qwen2.5-VL.pdf, page 3, score=0.5157742738697106
Figure 1: The Qwen2.5-VL framework demonstrates the integration of a vision encoder and a language model decoder to process multimodal inputs, including images and videos. The vision encoder is designed to handle inputs at their native resolution and supports dynamic FPS sampling. Images of varying sizes and video frames with different FPS rates are dynamically mapped to token sequences of varying lengths. Notably, MRoPE aligns time IDs with absolute time along the temporal dimension, enabling t

Source 4: qwen2.5-VL.pdf, page 1, score=0.501811188373714
March 5, 2025                          Qwen2.5-VL Technical Report                                   Qwen Team, Alibaba Group                                           https://chat.qwenlm.ai                                          https://huggingface.co/Qwen                                          https://modelscope.cn/organization/qwen                                          https://github.com/QwenLM/Qwen2.5-VL                                                Abstract                We introdu",5,5,none,检索全部来自 Qwen2.5-VL，答案完整覆盖动态分辨率、动态 FPS、绝对时间编码与 MRoPE 的时间对齐。
Q6,InternVL3.5 的 DvD（Decoupled Vision-Language Deployment）是什么？它如何把 vision encoder 和 language model 部署到不同 GPU 上来提升推理效率？,internvl.pdf,800,120,4,388,internvl.pdf; CLIP.pdf; internvl.pdf; qwen2.5-VL.pdf,4; 5; 7; 4,"根据检索到的论文片段，InternVL3.5 提出的 **DvD（Decoupled Vision-Language Deployment）** 是一种将视觉编码器和语言模型分离部署的推理优化方案。其核心思路是：视觉编码器（ViT、MLP，以及 InternVL3.5-Flash 中的 ViR）部署在**视觉服务器**上，语言模型部署在**语言服务器**上。视觉子系统批量处理图像，生成紧凑的特征嵌入，然后将这些嵌入传输给语言子系统，与文本上下文融合后进行解码。这样分离后，视觉和语言处理不再相互阻塞，尤其优化了预填充（prefilling）阶段的效率，使多模态预填充性能更接近纯语言模型。

片段中并未明确说明视觉服务器和语言服务器是否对应不同的 GPU，仅提到“部署在视觉服务器”和“语言服务器”，因此根据当前检索到的论文片段无法确定是否严格按不同 GPU 进行划分，但可以确定是通过分离服务器来避免相互阻塞、提升推理效率。","Source 1: internvl.pdf, page 4, score=0.6270043568691966
#Param     Model                    Vision Encoder   Language Model                                                                      Vision   Language            Total                                             Dense Models       InternVL3.5-1B           InternViT-300M   Qwen3-0.6B           0.3B        0.8B            1.1B      InternVL3.5-2B           InternViT-300M   Qwen3-1.7B           0.3B        2.0B            2.3B      InternVL3.5-4B           InternViT-300M  Qwen3-4B            0.

Source 2: CLIP.pdf, page 5, score=0.6225508645773381
We denote this is left as future work.                                           this model as ViT-L/14@336px. Unless otherwise speciﬁed,                                                                            all results reported in this paper as “CLIP” use this model While previous computer vision research has often scaled                                                    which we found to perform best. models by increasing the width (Mahajan et al., 2018) or depth (He et al., 2016a) in is

Source 3: internvl.pdf, page 7, score=0.6002821914208412
2.5  Infrastructure  Training Framework. The model training is conducted mainly based on the XTuner framework [21], which incorporates a series of optimization strategies tailored for LLM and MoE training. These include fully shared data parallelism (FSDP) [182] to partition model parameters across GPUs, data packing [13] to reduce padding tokens while balancing the token computation load across ranks for improved training efficiency, FP8 training based on DeepGEMM [68] and liger-kernel’s fused 

Source 4: qwen2.5-VL.pdf, page 4, score=0.5972981734155635
2.1.1  Fast and Efficient Vision Encoder  The vision encoder plays a pivotal role in multimodal large language models (MLLMs). To address the challenges posed by computational load imbalances during training and inference due to native resolution inputs, we have redesigned the Vision Transformer (ViT) architecture. A key issue arises from the quadratic computational complexity associated with processing images of varying sizes. To mitigate this, we introduce windowed attention in most layers, wh",4,4,mixed_sources_noise,检索第一/三来源来自 internvl，但混入 CLIP/Qwen；答案基本解释 DvD 的视觉/语言服务器分离与 prefilling 优化，但对不同 GPU 表述谨慎。
Q1,ViT 为什么可以把图像当成词序列来处理？请结合 patch embedding、position embedding、class token 和 Transformer Encoder 解释。,VIT.pdf,1200,180,4,277,VIT.pdf; VIT.pdf; VIT.pdf; VIT.pdf,3; 9; 4; 1,"ViT 将图像视为词序列，核心在于把图像切分成固定大小的块（patch），并将每个块当作一个“词元”（token）来处理。具体过程如下：

- **Patch Embedding**：将输入图像 \(x \in \mathbb{R}^{H \times W \times C}\) 切分成 \(N\) 个大小为 \(P \times P\) 的二维块，每个块展平后得到长度为 \(P^2 \cdot C\) 的向量，再通过一个可训练的线性投影映射到 \(D\) 维，得到 patch embedding。这一步相当于把图像的局部区域转化为向量形式的“词嵌入”。

- **Position Embedding**：为了保留块之间的空间位置信息，向 patch embedding 中加入可学习的 1D 位置嵌入。这使得模型能够区分不同位置的块，就像 NLP 中为词序列添加位置编码一样。

- **Class Token**：在 patch 序列的最前面添加一个额外的可学习嵌入（类似 BERT 的 [class] token），其经过 Transformer 编码器后的输出状态被用作整个图像的表示，用于分类任务。

- **Transformer Encoder**：由 patch embedding、位置嵌入和 class token 拼接而成的 1D 向量序列，直接输入标准的 Transformer 编码器（由多头自注意力和 MLP 块交替堆叠而成）。编码器以与处理 NLP 词序列完全相同的方式处理这个序列，没有任何图像专用的归纳偏置（除初始的切块和位置嵌入外）。

通过这种设计，图像被完全转化为一个 1D 的“词元”序列，从而能够直接应用原本为 NLP 设计的 Transformer 架构。","Source 1: VIT.pdf, page 3, score=0.6129627552386296
Published as a conference paper at ICLR 2021                                 Vision Transformer (ViT)                          Transformer Encoder                  Class                                                                              L x   +                    Bird     MLP                       Ball                     Car        Head                                       MLP                                     ...                                                                     

Source 2: VIT.pdf, page 9, score=0.5969260306809082
Published as a conference paper at ICLR 2021               RGB embedding filters           (first 28 principal components)                                                              Position embedding similarity                          ViT-L/16                                                                                         1                                                         1                                                                                                         

Source 3: VIT.pdf, page 4, score=0.5885293358173604
Published as a conference paper at ICLR 2021      The MLP contains two layers with a GELU non-linearity.      z0 = [xclass; x1pE; x2pE; · · · ; xNp E] + Epos,   E ∈R(P 2·C)×D, Epos ∈R(N+1)×D     (1)      z′ ℓ= MSA(LN(zℓ−1)) + zℓ−1,          ℓ= 1 . . . L                                (2)    zℓ= MLP(LN(z′ ℓ)) + z′ ℓ,            ℓ= 1 . . . L                                (3)     y = LN(z0L)                                                                                (4)  Inductive bias.  We not

Source 4: VIT.pdf, page 1, score=0.5791960113370223
Published as a conference paper at ICLR 2021           AN IMAGE IS WORTH 16X16 WORDS:           TRANSFORMERS FOR IMAGE RECOGNITION AT SCALE                              Alexey Dosovitskiy∗,†, Lucas Beyer∗, Alexander Kolesnikov∗, Dirk Weissenborn∗,                            Xiaohua Zhai∗, Thomas Unterthiner, Mostafa Dehghani, Matthias Minderer,                                 Georg Heigold, Sylvain Gelly, Jakob Uszkoreit, Neil Houlsby∗,†                                                 ∗equal tec",5,5,none,检索全部来自 VIT，答案完整准确，适合概念解释型问题。
Q2,CLIP 的 contrastive pre-training objective 是什么？请解释 image-text pairs、cosine similarity 和 symmetric cross entropy loss 的作用。,CLIP.pdf,1200,180,4,277,internvl.pdf; CLIP.pdf; CLIP.pdf; CLIP.pdf,4; 2; 4; 2,"根据检索到的论文片段，CLIP 的对比预训练目标（contrastive pre-training objective）是：联合训练图像编码器和文本编码器，使得一个批次中 **N 对真实匹配的 (image, text) 对** 的嵌入之间的**余弦相似度（cosine similarity）最大化**，同时使其余 **N²−N 对错误配对** 的嵌入之间的余弦相似度最小化。该目标通过**对称交叉熵损失（symmetric cross entropy loss）** 在这些相似度分数上进行优化。

具体作用如下：
- **Image-text pairs**：作为训练数据，提供正样本（真实配对）和负样本（同一批次内其他图像与文本的随机组合），构成对比学习的基础。
- **Cosine similarity**：用于度量图像嵌入和文本嵌入在联合多模态嵌入空间中的对齐程度，是优化目标的核心度量。
- **Symmetric cross entropy loss**：在图像到文本和文本到图像两个方向上计算交叉熵损失，使模型同时拉近正样本对、推远负样本对，从而学习对齐的多模态表示。","Source 1: internvl.pdf, page 4, score=0.5983404591477136
2.3  Post-Training  After the pre-training stage, we adopt a three-stage post-training strategy comprising: (1) Supervised Fine-Tuning (SFT), which maintains the same training objective as pre-training but leverages higher-quality conversation data to further enhance the model’s capabilities. (2) Cascade Reinforcement Learning (Cascade RL), which combines the benefits of offline and online RL methods to facilitate the reasoning capabilities. (3) Visual Consistency Learning (ViCO), which aims to 

Source 2: CLIP.pdf, page 2, score=0.5923695329550823
Figure 1. Summary of our approach. While standard image models jointly train an image feature extractor and a linear classiﬁer to predict some label, CLIP jointly trains an image encoder and a text encoder to predict the correct pairings of a batch of (image, text) training examples. At test time the learned text encoder synthesizes a zero-shot linear classiﬁer by embedding the names or descriptions of the target dataset’s classes.    classiﬁcation datasets by scoring target classes based on    

Source 3: CLIP.pdf, page 4, score=0.5845140356951546
Learning Transferable Visual Models From Natural Language Supervision                                       4  balance the results by including up to 20,000 (image, text)    multi-modal embedding space by jointly training an image pairs per query. The resulting dataset has a similar total    encoder and text encoder to maximize the cosine similar- word count as the WebText dataset used to train GPT-2. We     ity of the image and text embeddings of the N real pairs refer to this dataset as WIT fo

Source 4: CLIP.pdf, page 2, score=0.5788520700636657
Learning Transferable Visual Models From Natural Language Supervision                                       2    (1) Contrastive pre-training                                                             (2) Create dataset classiﬁer from label text                                                                                  plane                                                                                  car    Pepper          the   Pepper          the                                 Text",5,4,mixed_sources_noise,答案完整正确，但第一条 source 是 internvl，存在无关源噪声；CLIP 关键片段仍被召回。
